[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	7/7/2025 5:49:11 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	CondBlank1						0.000	0.000	mg/L	1	6/24/2025 4:05:18 PM	
Unknown	NPOC/TN	CondBlank2						0.000	0.000	mg/L	2	6/24/2025 4:20:06 PM	
Unknown	NPOC/TN	CondBlank3						0.000	0.000	mg/L	3	6/24/2025 4:37:14 PM	
Standard	NPOC	STD_0-50ppmNPOC						50.00		mg/L	4, 5, 6, 7, 8, 9, 10, 11, 12, 13	6/24/2025 7:41:44 PM	
Standard	TN	STD_0-10ppmTN							10.00	mg/L	14, 15, 16, 17, 18, 19, 20	6/24/2025 9:38:32 PM	
Unknown	NPOC/TN	Blank1						0.1458	0.09618	mg/L	21	6/24/2025 9:56:14 PM	
Unknown	NPOC/TN	CKSTD1_5ppmCN						4.888	5.114	mg/L	22	6/24/2025 10:17:14 PM	
Unknown	NPOC/TN	Blank2						0.2623	0.1128	mg/L	23	6/24/2025 10:34:52 PM	
Unknown	NPOC/TN	TMP_CondSol						9.504	0.5710	mg/L	24	6/24/2025 10:56:10 PM	
Unknown	NPOC/TN	TMP_Cmix						14.45	1.258	mg/L	25	6/24/2025 11:20:03 PM	
Unknown	NPOC/TN	TMP_C.1.0						12.83	0.9168	mg/L	26	6/24/2025 11:41:54 PM	
Unknown	NPOC/TN	TMP_C.2.0						15.95	1.590	mg/L	27	6/25/2025 12:01:29 AM	
Unknown	NPOC/TN	TMP_C.3.0						13.69	1.387	mg/L	28	6/25/2025 12:20:32 AM	
Unknown	NPOC/TN	TMP_C.4.0						20.04	2.248	mg/L	29	6/25/2025 12:40:25 AM	
Unknown	NPOC/TN	TMP_C.5.0						13.85	1.095	mg/L	30	6/25/2025 1:02:39 AM	
Unknown	NPOC/TN	Blank3						0.4245	0.1723	mg/L	31	6/25/2025 1:20:46 AM	
Unknown	NPOC/TN	CKSTD2_5ppmCN						5.100	5.190	mg/L	32	6/25/2025 1:42:27 AM	
Unknown	NPOC/TN	Blank4						0.4135	0.1400	mg/L	33	6/25/2025 2:00:36 AM	
Unknown	NPOC/TN	TMP_C.1.1						6.453	0.5031	mg/L	34	6/25/2025 2:22:34 AM	
Unknown	NPOC/TN	TMP_C.2.1						6.278	0.3583	mg/L	35	6/25/2025 2:43:38 AM	
Unknown	NPOC/TN	TMP_C.3.1						4.006	0.3891	mg/L	36	6/25/2025 3:04:00 AM	
Unknown	NPOC/TN	TMP_C.4.1						9.871	0.4971	mg/L	37	6/25/2025 3:26:41 AM	
Unknown	NPOC/TN	TMP_C.5.1						5.489	0.4773	mg/L	38	6/25/2025 3:47:15 AM	
Unknown	NPOC/TN	TMP_C.1.2						8.801	0.5512	mg/L	39	6/25/2025 4:09:04 AM	
Unknown	NPOC/TN	TMP_C.2.2						9.992	0.3843	mg/L	40	6/25/2025 4:33:17 AM	
Unknown	NPOC/TN	TMP_C.3.2						5.738	0.4426	mg/L	41	6/25/2025 4:55:40 AM	
Unknown	NPOC/TN	TMP_C.4.2						14.49	0.4631	mg/L	42	6/25/2025 5:19:56 AM	
Unknown	NPOC/TN	TMP_C.5.2						7.949	0.4573	mg/L	43	6/25/2025 5:37:48 AM	
Unknown	NPOC/TN	Blank5						0.3888	0.1577	mg/L	44	6/25/2025 5:56:22 AM	
Unknown	NPOC/TN	CKSTD3_5ppmCN						5.150	5.171	mg/L	45	6/25/2025 6:18:28 AM	
Unknown	NPOC/TN	Blank6						0.4442	0.1875	mg/L	46	6/25/2025 6:37:25 AM	
Unknown	NPOC/TN	TMP_C.1.3						8.838	0.5195	mg/L	47	6/25/2025 6:59:22 AM	
Unknown	NPOC/TN	TMP_C.2.3						10.71	0.4318	mg/L	48	6/25/2025 7:23:42 AM	
Unknown	NPOC/TN	TMP_C.3.3						5.391	0.4067	mg/L	49	6/25/2025 7:44:34 AM	
Unknown	NPOC/TN	TMP_C.4.3						15.33	0.4599	mg/L	50	6/25/2025 8:07:36 AM	
