plot,depth_mean,Base_Saturation_percent,Base_Saturation_percent_stdev,CEC_meqper100g,CEC_meqper100g_stdev,pH,pH_stdev,SoilC_percent,SoilC_percent_stdev,Na_ppm,Na_ppm_stdev,K_ppm,K_ppm_stdev,Ca_ppm,Ca_ppm_stdev,Mg_ppm,Mg_ppm_stdev,Fe_ppm,Fe_ppm_stdev
Control,0-15cm,39.928006207871896,21.779598574941677,20.994216729654386,4.6762971904870465,4.930666666666666,0.41492626998517396,4.341266666666667,2.5878519903212247,12.441106666666666,3.0567042322612457,148.30288,54.51785864553532,1091.74684,716.8209354381876,296.51218,142.2378782567087,123.58628,45.774044384566736
