Wavelength (nm)	Dilution Corrected Absorbance
230	0.2545811
233	0.2262011
236	0.2025961
239	0.1826737
242	0.1694291
245	0.1619703
248	0.1600132
251	0.1628298
254	0.1680544
257	0.1755105
260	0.1836118
263	0.1913153
266	0.1965009
269	0.1974574
272	0.1937819
275	0.1866203
278	0.176774
281	0.1632624
284	0.1479064
287	0.1325037
290	0.1189866
293	0.1088553
296	0.1005222
299	0.0938255
302	0.08835642
305	0.08344057
308	0.0792049
311	0.07549814
314	0.0721247
317	0.06945112
320	0.06717685
323	0.06529478
326	0.06370414
329	0.0623649
332	0.06107605
335	0.05987383
338	0.05863635
341	0.05731064
344	0.05590394
347	0.05439069
350	0.05272846
353	0.05089095
356	0.04882192
359	0.04669678
362	0.04427919
365	0.04174561
368	0.03908426
371	0.03634914
374	0.03350547
377	0.03081484
380	0.02831576
383	0.02599722
386	0.02376474
389	0.02172486
392	0.01996698
395	0.01838481
398	0.01716481
401	0.01609159
404	0.01517447
407	0.01439229
410	0.01369698
413	0.01311536
416	0.01262444
419	0.01218226
422	0.01183986
425	0.01156269
428	0.01128315
431	0.01100642
434	0.01075795
437	0.01053086
440	0.01030731
443	0.01003104
446	0.009799379
449	0.009573732
452	0.009385745
455	0.009240424
458	0.009139932
461	0.009002262
464	0.008835922
467	0.008644686
470	0.008504214
473	0.008309218
476	0.008145424
479	0.007964597
482	0.007776149
485	0.007549247
488	0.007381852
491	0.00716832
494	0.007008352
497	0.006776503
500	0.006570901
503	0.006420032
506	0.006182492
509	0.00602408
512	0.005802648
515	0.005643997
518	0.005434867
521	0.005273507
524	0.00511178
527	0.004946894
530	0.004806632
533	0.004661984
536	0.004537493
539	0.004408663
542	0.004271308
545	0.004165945
548	0.004029588
551	0.003966413
554	0.003841941
557	0.00371599
560	0.003668189
563	0.003645584
566	0.003566429
569	0.003445222
572	0.003411183
575	0.003337671
578	0.003285792
581	0.003237107
584	0.003178617
587	0.003120144
590	0.003074035
593	0.003027421
596	0.002965209
599	0.00294544
602	0.002854546
605	0.002786327
608	0.00274883
611	0.002718425
614	0.002726566
617	0.002649042
620	0.002580274
623	0.002534179
626	0.002510719
629	0.002487659
632	0.002452141
635	0.002447616
638	0.002364892
641	0.002333267
644	0.00230607
647	0.002293263
650	0.00227187
653	0.00225921
656	0.002198015
659	0.002185323
662	0.002187215
665	0.002124823
668	0.002135696
671	0.002094432
674	0.00205747
677	0.002021776
680	0.002002837
683	0.001945297
686	0.001938632
689	0.001912056
692	0.001876271
695	0.00182966
698	0.001804713
701	0.001873173
704	0.001937666
707	0.001962267
710	0.00194757
713	0.001866926
716	0.001701088
719	0.001564639
722	0.001543917
725	0.001649585
728	0.001809757
731	0.002003805
734	0.002108243
737	0.002101253
740	0.002119313
743	0.002071734
746	0.00205329
749	0.001981742
752	0.002028266
755	0.0020121
758	0.00204123
761	0.001972108
764	0.001990604
767	0.002123125
770	0.00205958
773	0.002066506
776	0.002092123
779	0.002106059
782	0.002113708
785	0.002163212
788	0.002180641
791	0.002223185
794	0.002184515
797	0.002132364
800	0.002106853
