Wavelength (nm)	Dilution Corrected Absorbance
230	4.266616
233	4.253126
236	4.210227
239	4.14011
242	4.075706
245	4.013874
248	3.952689
251	3.891911
254	3.829058
257	3.753976
260	3.676676
263	3.586269
266	3.486645
269	3.380978
272	3.264465
275	3.146994
278	3.026147
281	2.895114
284	2.76735
287	2.639368
290	2.523911
293	2.413236
296	2.315262
299	2.204214
302	2.097108
305	1.991435
308	1.894987
311	1.805662
314	1.718267
317	1.640955
320	1.568666
323	1.499817
326	1.437829
329	1.38297
332	1.331584
335	1.285899
338	1.242729
341	1.201503
344	1.162383
347	1.126126
350	1.090927
353	1.056533
356	1.022061
359	0.9895489
362	0.9562507
365	0.9227095
368	0.8863906
371	0.8465531
374	0.8038236
377	0.7615208
380	0.7216204
383	0.6841428
386	0.6474209
389	0.6135183
392	0.5834464
395	0.5550007
398	0.5316873
401	0.5095565
404	0.4884812
407	0.4681043
410	0.4481467
413	0.4288704
416	0.4106635
419	0.3938726
422	0.3770125
425	0.361741
428	0.3473101
431	0.3327287
434	0.3194448
437	0.307148
440	0.2957114
443	0.2851412
446	0.2768703
449	0.2685334
452	0.2611417
455	0.2549838
458	0.2486044
461	0.2436006
464	0.238078
467	0.2323222
470	0.2265886
473	0.2211134
476	0.2162676
479	0.2106607
482	0.2048051
485	0.1996046
488	0.1934134
491	0.1877268
494	0.1829732
497	0.1769903
500	0.1714475
503	0.1658712
506	0.1616717
509	0.1572419
512	0.1522549
515	0.1476048
518	0.1428466
521	0.1383572
524	0.133759
527	0.1301908
530	0.1260317
533	0.1221186
536	0.1184272
539	0.1157305
542	0.11191
545	0.1092091
548	0.1064318
551	0.1037297
554	0.1022249
557	0.1003144
560	0.09767431
563	0.09547744
566	0.09355207
569	0.09185504
572	0.08975278
575	0.08792953
578	0.08692807
581	0.08579062
584	0.0848237
587	0.08429436
590	0.08272727
593	0.0819054
596	0.0810863
599	0.08052743
602	0.07918258
605	0.07747858
608	0.07640518
611	0.0756217
614	0.07453613
617	0.07348524
620	0.07205789
623	0.07135285
626	0.0699091
629	0.06893502
632	0.06795164
635	0.06615611
638	0.06445297
641	0.06224116
644	0.06132777
647	0.06065876
650	0.06040187
653	0.06129849
656	0.0604791
659	0.05978593
662	0.05875787
665	0.058012
668	0.05673704
671	0.05601088
674	0.05473658
677	0.05456447
680	0.05417726
683	0.05355555
686	0.05273274
689	0.05258212
692	0.0511827
695	0.05011366
698	0.05003384
701	0.0513405
704	0.0516024
707	0.05150041
710	0.05219348
713	0.05020063
716	0.04877362
719	0.04697324
722	0.04634896
725	0.0473915
728	0.04919195
731	0.05108589
734	0.05259945
737	0.05237872
740	0.05076173
743	0.04975632
746	0.0495685
749	0.04946441
752	0.04931993
755	0.04886676
758	0.04815959
761	0.04848456
764	0.0484343
767	0.04791098
770	0.04779786
773	0.04813782
776	0.04701712
779	0.04708889
782	0.04768826
785	0.04855003
788	0.0478179
791	0.04735785
794	0.04771567
797	0.04702786
800	0.04667942
