Wavelength (nm)	Dilution Corrected Absorbance
230	0.2500577
233	0.2230781
236	0.199499
239	0.1801694
242	0.1671999
245	0.1599726
248	0.1580724
251	0.1607841
254	0.1658881
257	0.173181
260	0.1810551
263	0.188614
266	0.1935962
269	0.1944318
272	0.1908093
275	0.1837594
278	0.1740974
281	0.160772
284	0.1458275
287	0.1302404
290	0.1169748
293	0.1069666
296	0.09882241
299	0.092223
302	0.086858
305	0.08196103
308	0.07777611
311	0.07411018
314	0.07078853
317	0.0681105
320	0.06588505
323	0.06399669
326	0.06242605
329	0.06109567
332	0.05977964
335	0.05855182
338	0.05729435
341	0.05596613
344	0.05454572
347	0.05305543
350	0.05140236
353	0.04956648
356	0.04752321
359	0.04540998
362	0.04303754
365	0.04057512
368	0.03797559
371	0.03527748
374	0.03246682
377	0.02980526
380	0.02734218
383	0.02509858
386	0.0228911
389	0.02087768
392	0.01914393
395	0.01758331
398	0.01639632
401	0.0152931
404	0.01439833
407	0.01360305
410	0.01291565
413	0.01231888
416	0.01181215
419	0.01137387
422	0.01100427
425	0.01064756
428	0.01032492
431	0.01000461
434	0.009740987
437	0.009457273
440	0.009210243
443	0.0089696
446	0.008750918
449	0.008541904
452	0.008375975
455	0.008156444
458	0.007930663
461	0.007788854
464	0.007520952
467	0.007417202
470	0.007253475
473	0.007050486
476	0.006877709
479	0.006661208
482	0.006505292
485	0.006347857
488	0.006096782
491	0.005941444
494	0.005778786
497	0.005566215
500	0.005409039
503	0.005177815
506	0.00497913
509	0.004802776
512	0.004648183
515	0.004475846
518	0.004301808
521	0.004104096
524	0.003943322
527	0.003763821
530	0.003646237
533	0.003511558
536	0.003353534
539	0.003228848
542	0.003098014
545	0.002948288
548	0.002818238
551	0.002694422
554	0.002630093
557	0.002564411
560	0.002447995
563	0.002369798
566	0.002255711
569	0.002174375
572	0.002100229
575	0.002021914
578	0.001965724
581	0.001907494
584	0.001788856
587	0.001754933
590	0.001670814
593	0.001609068
596	0.001556299
599	0.001439649
602	0.001416804
605	0.001386203
608	0.001237813
611	0.001242049
614	0.00119829
617	0.001108232
620	0.001050224
623	0.0009931589
626	0.0009460958
629	0.0008626514
632	0.0007945828
635	0.0007478023
638	0.0006630208
641	0.0006388823
644	0.0006487921
647	0.0007372646
650	0.0008118
653	0.0008671185
656	0.0008283567
659	0.0007950217
662	0.0007606338
665	0.0007433981
668	0.0006856068
671	0.0006917569
674	0.000675812
677	0.0006002592
680	0.00064033
683	0.0006178838
686	0.0006201786
689	0.0005871307
692	0.000588608
695	0.000541792
698	0.0005185222
701	0.0004597428
704	0.0004340246
707	0.0004302338
710	0.0003904016
713	0.0003610702
716	0.0003762086
719	0.0003504659
722	0.00031982
725	0.000322725
728	0.0002802202
731	0.0002869202
734	0.0001849649
737	0.0001469212
740	0.0002002793
743	0.0001159283
746	0.0001801195
749	0.0001420089
752	0.0001923191
755	0.0001393135
758	0.0001770333
761	0.0001530781
764	0.0001792608
767	0.0001785386
770	0.0001982116
773	0.0001511933
776	0.0001886125
779	0.00015257
782	0.0001632374
785	0.0001938818
788	0.000194803
791	0.0001799645
794	0.0002346582
797	0.0002299839
800	0.00022079
