wavelength,PosT12Apr2401_1_0.1s,PreT12Apr2401_1_0.1s,preT16Apr241s_1_1s,preT17Apr241s_1_1s,pstT16Apr241s_2_1s,pstT17Apr241s_1_1s,TMP.IS.1.2s_1_2s,TMP.IS.10.2s_1_2s,TMP.IS.11.2s_1_2s,TMP.IS.12.2s_1_2s,TMP.IS.13.2s_1_2s,TMP.IS.14.2s_1_2s,TMP.IS.15.2s_1_2s,TMP.IS.16.1s_1_1s,TMP.IS.17.2s_1_2s,TMP.IS.18.2s_1_2s,TMP.IS.19.2s_1_2s,TMP.IS.2.2s_1_2s,TMP.IS.20.2s_1_2s,TMP.IS.3.2s_1_2s,TMP.IS.4.4s_1_4s,TMP.IS.5.2s_1_2s,TMP.IS.6.2s_1_2s,TMP.IS.7.2s_1_2s,TMP.IS.8.2s_1_2s,TMP.IS.9.2s_1_2s,TMPIS21 2s_1_2s,TMPIS23 1s_1_1s,TMPIS24 2s_1_2s,TMPIS25 2s_1_2s,TMPIS26 2s_1_2s,TMPIS27 2s_1_2s,TMPIS28 2s_1_2s,TMPIS30 2s_1_2s,TMPIS31 2s_1_2s,TMPIS33 2s_1_2s,TMPIS34 2s_1_2s,TMPIS35 2s_1_2s,TMPIS37 1s_1_1s,TMPIS38 1s_1_1s,TMPIS39 2s_1_2s,TMPIS40 2s_1_2s,TMPIS41 2s_1_2s,TMPIS42 2s_1_2s
230,0.253870952505482,0.24159368009286,0.25256424350068,0.262663092212836,0.262548558246027,0.269904341515096,0.00153944077967852,2.52281522840192,2.05626044657536,1.6269316638141,1.15782898867372,1.00067402068025,0.00716779690188546,0.217972518334269,2.30393128717708,3.13441324459048,2.31750386753273,2.15150790137768,2.01453843380634,1.8466868305516,1.33645552188027,1.44369678728704,1.26189819638086,1.15755863726254,0.0120657083365781,1.36865269224398,1.8985030398083,0.15980922713669,3.01129923864897,4.37615165935985,3.42601667644536,2.3125445143712,1.9237544323074,0.149183800471477,1.72879247744216,4.5912139209652,3.6627189951159,2.59418680315119,0.202472093304887,0.305712081216676,6.75520821319938,6.3684921919814,3.62701458095834,2.93719754520138
233,0.232087721912949,0.222745654356266,0.223123879679459,0.228607905075376,0.227455136222468,0.232500504511767,0.00277551750081767,2.45823272143176,2.00148580661036,1.58668858389516,1.11950086476436,0.992311934786067,0.00442747139442407,0.207958716668335,2.25713251413807,2.93487678984078,2.22987961720462,2.08431504662952,1.92538674154367,1.78963212721388,1.36437249964137,1.4056805708668,1.18899576379658,1.14399973860632,0.010253215698967,1.30278810201387,1.80448400418314,0.144750330431264,2.89063434540096,4.20792938259489,3.33997927265525,2.23731501819465,1.86155128793765,0.132151641952428,1.67399564559692,4.44360312343046,3.50363244660838,2.51431357895662,0.189485880306626,0.295603471352312,6.86795975847758,6.24644424808547,3.68932995759432,2.78534995029077
236,0.209846766815078,0.200978159869555,0.202449784827651,0.204766108205287,0.204401703258273,0.208435565633304,0.00235911345581118,2.40530137023564,1.95444571105859,1.54669789228111,1.09105102442015,0.970817138627775,0.0025738405005865,0.200626610232662,2.20601030975728,2.8378351162537,2.17953754209272,2.01803646196852,1.87112178593238,1.74356763207009,1.3569578126965,1.36521065958414,1.15227330833873,1.11596297363904,0.00808844012984568,1.26351167611766,1.76541460131003,0.138341014772518,2.8367127997375,4.12360786000836,3.27749826250232,2.1959019708277,1.82166952680872,0.125441982351413,1.63328343328605,4.3652515378182,3.41596946647364,2.46373955139034,0.18277010411182,0.286426338411539,6.83121382833298,6.12847753868804,3.65785992096427,2.70899524330386
239,0.190980742768917,0.18286120254315,0.183688948029086,0.185516636720943,0.184683851001582,0.18856954197988,0.00250066467617029,2.35698104771699,1.91426693758684,1.51411557431956,1.06732739428313,0.953075476149405,0.00232559333801664,0.193833757775696,2.15623531914732,2.77097895147168,2.13545030563103,1.97077699226635,1.82973217712802,1.70467476089655,1.33605079416578,1.33509990751525,1.12640709113827,1.09334666053845,0.00750974578032238,1.22980872907554,1.72888861446296,0.132304430404589,2.77250899920606,4.03897369299398,3.21388441173704,2.15287352374165,1.78308847387638,0.120105026138318,1.5948629219719,4.28477879422284,3.3417637387826,2.41427851089195,0.176000757678937,0.276975801001372,6.72477717647251,6.01095576652308,3.60218937556556,2.65479662673552
242,0.179197454196185,0.171451965497393,0.172234847269089,0.173638627672524,0.172941173241505,0.176674613277657,0.00237597195601895,2.31941062831807,1.88544157859003,1.49092932941246,1.05018123492557,0.939139453796502,0.00219824828075946,0.189035522500234,2.12115941373462,2.72427870581702,2.10270130530103,1.93513499436353,1.80101702840208,1.67656778426116,1.31738760048733,1.31413879546922,1.10787914238489,1.07676970008775,0.00704578774779314,1.20657119513925,1.70237960489573,0.128457777765199,2.72629536616233,3.97683675856628,3.16633505940017,2.12253108998115,1.75672765377974,0.116486168310145,1.56685185667597,4.22232835679285,3.29052702256988,2.37968575217356,0.171648414728486,0.269765767046445,6.64164874930868,5.93184636874636,3.55602123519735,2.61783877655016
245,0.172604816135779,0.165002985554898,0.165637944223919,0.167089528579415,0.166268346076521,0.169946712566045,0.00230042496581463,2.28012196482899,1.85437163387719,1.46594394226652,1.03299372720882,0.923910516509361,0.00211658971647178,0.18370334378992,2.08262747025575,2.67731874211823,2.06761587947357,1.89969054276776,1.77161474300336,1.64797942452577,1.2965155232236,1.29261463317966,1.08921701142429,1.0593935042421,0.00673874517801814,1.18344456410088,1.67450524419093,0.124587796913313,2.6783736785501,3.91285739395757,3.11420856338509,2.08981098915289,1.72728623378187,0.112859919705204,1.53736582401378,4.16008031128561,3.23849609268005,2.34288147628882,0.167259808505628,0.262541698819168,6.54000930538852,5.84354264576302,3.50403717359451,2.57505335610741
248,0.1713039609914,0.163699168190342,0.164334830512438,0.166038282918372,0.164902793309197,0.168568699713951,0.00210194573904928,2.24314110331804,1.82535697455652,1.44331728461955,1.01660935047084,0.90931902999108,0.00195018073947472,0.178656702398177,2.04751712666682,2.63400414956147,2.0352377620899,1.86516365171833,1.74305774725647,1.62172404340166,1.2759748015871,1.2720056481075,1.07150849828886,1.04289631250228,0.00645721683681883,1.16216296116969,1.64894909736564,0.121158710269491,2.63310413006845,3.85039545725455,3.06684792398436,2.05803875836991,1.7001385170922,0.109654784520587,1.50961837858204,4.09798718897207,3.19097433394326,2.30815625481062,0.163557606659288,0.255696800376709,6.44416643801382,5.76113213101143,3.4540375267698,2.53623614864016
251,0.174515030861301,0.166773690594163,0.167194768740966,0.169052567836298,0.167807058616958,0.171541945160444,0.00199991996091414,2.20737756377575,1.79743925636771,1.42160037077846,1.00113536869979,0.895452377735484,0.00182232494959236,0.174130662202431,2.01430510778032,2.59275417846992,2.00423286596087,1.83315112568302,1.71630180863996,1.59550237875362,1.25603516273903,1.25235143989191,1.05532688317592,1.02695416827797,0.00619511645018474,1.14179482987998,1.62475330695902,0.117843435270579,2.59074077821121,3.79292613379009,3.02186455871431,2.02683763406896,1.6752482221969,0.106922301399987,1.48407069802106,4.03883317584455,3.14506560641202,2.27484181090966,0.159875047321748,0.249296177496538,6.351494049126,5.67981137921445,3.40554862621831,2.49881214281781
254,0.179911209927591,0.172101500907068,0.172414603260773,0.174431932735966,0.173040791953214,0.176924899690246,0.00187320639430097,2.16997777457991,1.76791868568877,1.39804206760962,0.98497000173598,0.880714884150768,0.00167760594424544,0.16932804592262,1.97875083714849,2.54957867279193,1.97118003312417,1.7996578065176,1.68788565913365,1.56889489566429,1.23566454113943,1.23172862347205,1.03800508479512,1.01046723838667,0.00596820739121401,1.12106229484112,1.59900688244128,0.114199399376773,2.54633568053758,3.73047198189594,2.97294223740147,1.99453676305359,1.64810972377138,0.103695325344566,1.45746369334382,3.97438386566614,3.09587886518197,2.23916831527779,0.155597535723188,0.24288773276027,6.25347880036485,5.59091719548379,3.35193739073242,2.45945887113261
257,0.187114826355353,0.179234582780298,0.179421124936922,0.18151045042116,0.179997620198016,0.184012036094462,0.00176708309332451,2.12796132967925,1.73434608396516,1.37187588929794,0.966704511957427,0.864059804658741,0.00152591908844095,0.164329434011219,1.93820681135875,2.49999936524796,1.93362363873548,1.76321149160249,1.65584423821199,1.53838655799869,1.21186258649621,1.20865802850666,1.01836956497169,0.991613993941433,0.00585619369132634,1.09807109181693,1.56785018628217,0.110360737838005,2.49631190263868,3.65874435491221,2.91623956152875,1.95688053271597,1.61584584660703,0.100396270139528,1.42698585907617,3.89888013440876,3.03755753543089,2.19700412223949,0.150783175842655,0.235681375611105,6.12792163482098,5.4836278954857,3.28837995807456,2.41279922412466
