Wavelength (nm)	Dilution Corrected Absorbance
230	3.313353
233	3.362781
236	3.295576
239	3.202847
242	3.114029
245	3.029523
248	2.955787
251	2.891349
254	2.835927
257	2.777463
260	2.723217
263	2.66363
266	2.600532
269	2.53701
272	2.469218
275	2.401256
278	2.333043
281	2.257507
284	2.178825
287	2.105564
290	2.036792
293	1.970623
296	1.907025
299	1.848298
302	1.783636
305	1.718717
308	1.658089
311	1.599218
314	1.53866
317	1.480926
320	1.422742
323	1.363145
326	1.305477
329	1.251177
332	1.197368
335	1.147276
338	1.098797
341	1.051227
344	1.006145
347	0.9637588
350	0.9231954
353	0.8838417
356	0.8455149
359	0.810619
362	0.7758094
365	0.7428062
368	0.7109023
371	0.6796873
374	0.649016
377	0.6205442
380	0.594102
383	0.5691821
386	0.5440491
389	0.519411
392	0.4965338
395	0.4734781
398	0.4535741
401	0.4340934
404	0.4152603
407	0.3968703
410	0.3788682
413	0.3614816
416	0.3452763
419	0.3305833
422	0.3162575
425	0.3031786
428	0.2914019
431	0.2791007
434	0.2675826
437	0.2574185
440	0.2471118
443	0.2376671
446	0.2285119
449	0.220082
452	0.2124246
455	0.2052898
458	0.1984595
461	0.192321
464	0.1859117
467	0.1800911
470	0.1746302
473	0.1691099
476	0.1634768
479	0.1575565
482	0.1523832
485	0.1470975
488	0.1420488
491	0.1374027
494	0.1325474
497	0.1276546
500	0.1232045
503	0.1187607
506	0.11479
509	0.1110171
512	0.1025809
515	0.1036274
518	0.09992526
521	0.09575591
524	0.09228463
527	0.08884255
530	0.08566883
533	0.08281375
536	0.07984277
539	0.07698504
542	0.07424991
545	0.07162273
548	0.06971513
551	0.06742139
554	0.06559243
557	0.06322869
560	0.06100268
563	0.05907064
566	0.05748306
569	0.05584449
572	0.05398379
575	0.05217837
578	0.05048065
581	0.04927201
584	0.04773438
587	0.04644472
590	0.04506117
593	0.04387808
596	0.04254438
599	0.04148788
602	0.03989063
605	0.03868694
608	0.03748548
611	0.03661163
614	0.03557844
617	0.03419982
620	0.03296385
623	0.03148714
626	0.03032799
629	0.02905698
632	0.02848378
635	0.02733131
638	0.02632079
641	0.02522221
644	0.02425084
647	0.02308485
650	0.02246599
653	0.02151339
656	0.02100464
659	0.02001993
662	0.01927243
665	0.01850359
668	0.01805541
671	0.01736021
674	0.01689366
677	0.01607395
680	0.0156964
683	0.01489854
686	0.01458753
689	0.01398242
692	0.01345406
695	0.01337061
698	0.01251028
701	0.01234684
704	0.01247447
707	0.0120963
710	0.01153591
713	0.01120496
716	0.01036829
719	0.009644207
722	0.009196758
725	0.008990236
728	0.009662362
731	0.01002067
734	0.00991614
737	0.00966056
740	0.009553058
743	0.009304199
746	0.008620707
749	0.008385737
752	0.00827031
755	0.007868984
758	0.007520492
761	0.007849281
764	0.007806324
767	0.008083971
770	0.007711263
773	0.007919118
776	0.007392319
779	0.007311576
782	0.007446037
785	0.007643645
788	0.007716082
791	0.007530153
794	0.007327896
797	0.006708883
800	0.006661289
