Wavelength (nm)	Dilution Corrected Absorbance
230	1.002302
233	0.9981056
236	0.9767053
239	0.9579331
242	0.9393186
245	0.9223377
248	0.9060091
251	0.8904498
254	0.8747837
257	0.856625
260	0.8384126
263	0.8177495
266	0.7953377
269	0.772343
272	0.7475272
275	0.7224434
278	0.6971846
281	0.669827
284	0.6433062
287	0.617012
290	0.5934304
293	0.5706124
296	0.5506408
299	0.5274708
302	0.5048811
305	0.4823834
308	0.4615415
311	0.4418992
314	0.4224193
317	0.4048577
320	0.388218
323	0.3722591
326	0.3577539
329	0.3449215
332	0.3328251
335	0.322051
338	0.3118686
341	0.3020566
344	0.2926991
347	0.2838768
350	0.2752282
353	0.266563
356	0.2579271
359	0.249509
362	0.24054
365	0.231361
368	0.2215789
371	0.2112361
374	0.2000613
377	0.1891676
380	0.1787453
383	0.1689571
386	0.1594257
389	0.1504855
392	0.1425744
395	0.1351461
398	0.1290184
401	0.1231806
404	0.1176569
407	0.1123954
410	0.1071881
413	0.102216
416	0.09748808
419	0.09312569
422	0.08877431
425	0.08490453
428	0.08118241
431	0.07748518
434	0.074064
437	0.07090121
440	0.06788281
443	0.06519068
446	0.06279764
449	0.06070594
452	0.05892634
455	0.0575272
458	0.05627849
461	0.05510465
464	0.05389166
467	0.05278548
470	0.05154507
473	0.05013905
476	0.0492347
479	0.04772829
482	0.0464204
485	0.04509141
488	0.04362479
491	0.04227016
494	0.041039
497	0.03970821
500	0.03831086
503	0.03697024
506	0.03581042
509	0.03479689
512	0.03365877
515	0.03245853
518	0.03137156
521	0.03041497
524	0.02954875
527	0.02857887
530	0.02759547
533	0.026766
536	0.0260221
539	0.02524045
542	0.02449703
545	0.02381878
548	0.02322474
551	0.02269659
554	0.02213428
557	0.02160259
560	0.02123682
563	0.02077815
566	0.02041637
569	0.01996149
572	0.01943306
575	0.01906007
578	0.01882594
581	0.01860717
584	0.01846271
587	0.01808121
590	0.01784839
593	0.01759203
596	0.01733215
599	0.01720971
602	0.01709105
605	0.01702613
608	0.01668254
611	0.01642801
614	0.01622233
617	0.01606378
620	0.01594641
623	0.01555959
626	0.01536719
629	0.01518182
632	0.01504719
635	0.01482622
638	0.01479926
641	0.01461
644	0.01446333
647	0.01429876
650	0.0140448
653	0.01388285
656	0.01378164
659	0.01363543
662	0.01354795
665	0.01343035
668	0.01329969
671	0.01313131
674	0.01294385
677	0.01285866
680	0.01266636
683	0.01249564
686	0.01235026
689	0.01218288
692	0.01194114
695	0.01171691
698	0.01170287
701	0.0119066
704	0.01206018
707	0.0121688
710	0.0119469
713	0.01153926
716	0.01108656
719	0.01079468
722	0.01084373
725	0.01120451
728	0.01188299
731	0.01263047
734	0.01313619
737	0.0134044
740	0.01322436
743	0.01296431
746	0.01280469
749	0.0126134
752	0.01228044
755	0.01221829
758	0.0119122
761	0.01154562
764	0.01151881
767	0.01161586
770	0.01121151
773	0.01123511
776	0.0111305
779	0.01102413
782	0.01112906
785	0.01090137
788	0.01042248
791	0.01046462
794	0.01070717
797	0.01056167
800	0.01070086
